"Filename","Total_Copies","Content_Status","Unique_Versions","File_Size_KB","Paths"
"PT_Calibration_PressurePa_TimeS_100Hz.xlsx","2","IDENTICAL","1","11.34","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\templates\PT_Calibration_PressurePa_TimeS_100Hz.xlsx; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\docs\templates\PT_Calibration_PressurePa_TimeS_100Hz.xlsx"
"README_AUTOFILL.md","14","DIFFERENT VERSIONS","3","0.7","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\addons\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0\MicroHydroV1\docs\run3\README_AUTOFILL.md; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\addons\MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0\MicroHydroV1\docs\run3\README_AUTOFILL.md; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\run3\README_AUTOFILL.md; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0\MicroHydroV1\docs\run3\README_AUTOFILL.md; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0\MicroHydroV1\docs\run3\README_AUTOFILL.md; MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0\MicroHydroV1\docs\run3\README_AUTOFILL.md; MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0\MicroHydroV1\docs\run3\README_AUTOFILL.md; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0\MicroHydroV1\docs\run3\README_AUTOFILL.md; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0\MicroHydroV1\docs\run3\README_AUTOFILL.md; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\docs\run3\README_AUTOFILL.md; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0\MicroHydroV1\docs\run3\README_AUTOFILL.md; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0\MicroHydroV1\docs\run3\README_AUTOFILL.md; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0\MicroHydroV1\docs\run3\README_AUTOFILL.md; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0\MicroHydroV1\docs\run3\README_AUTOFILL.md"
"README_Calibration_and_AutoEmbed.md","2","IDENTICAL","1","0.68","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\automation\README_Calibration_and_AutoEmbed.md; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\docs\automation\README_Calibration_and_AutoEmbed.md"
"README_DO_ALL.md","2","IDENTICAL","1","0.47","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\automation\README_DO_ALL.md; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\docs\automation\README_DO_ALL.md"
"README_IMPORT.md","2","IDENTICAL","1","1.27","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\README_IMPORT.md; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\README_IMPORT.md"
"README_Importer_RunID_Patch.md","6","IDENTICAL","1","1.13","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\addons\MicroHydroV1_Importer_RunID_Patch_v0.3.0\MicroHydroV1\docs\governance\README_Importer_RunID_Patch.md; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\MicroHydroV1_Importer_RunID_Patch_v0.3.0\MicroHydroV1\docs\governance\README_Importer_RunID_Patch.md; MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_Importer_RunID_Patch_v0.3.0\MicroHydroV1\docs\governance\README_Importer_RunID_Patch.md; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_Importer_RunID_Patch_v0.3.0\MicroHydroV1\docs\governance\README_Importer_RunID_Patch.md; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\MicroHydroV1_Importer_RunID_Patch_v0.3.0\MicroHydroV1\docs\governance\README_Importer_RunID_Patch.md; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\MicroHydroV1_Importer_RunID_Patch_v0.3.0\MicroHydroV1\docs\governance\README_Importer_RunID_Patch.md"
"README_RunID_Migration.md","6","IDENTICAL","1","0.81","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\addons\MicroHydroV1_RunID_Migrator_v0.3.0\MicroHydroV1\docs\governance\README_RunID_Migration.md; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\MicroHydroV1_RunID_Migrator_v0.3.0\MicroHydroV1\docs\governance\README_RunID_Migration.md; MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RunID_Migrator_v0.3.0\MicroHydroV1\docs\governance\README_RunID_Migration.md; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RunID_Migrator_v0.3.0\MicroHydroV1\docs\governance\README_RunID_Migration.md; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\MicroHydroV1_RunID_Migrator_v0.3.0\MicroHydroV1\docs\governance\README_RunID_Migration.md; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\MicroHydroV1_RunID_Migrator_v0.3.0\MicroHydroV1\docs\governance\README_RunID_Migration.md"
"README.md","15","DIFFERENT VERSIONS","10","0.88","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_CAD\MicroHydroV1_InModule_Installer\README.md; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\MicroHydroV1_\08_Installers\README.md; MICRO HYDRO NEW\MicroHydroV1\README.md; MICRO HYDRO NEW\MicroHydroV1\automation\README.md; MICRO HYDRO NEW\MicroHydroV1\cad\README.md; MICRO HYDRO NEW\MicroHydroV1\data\README.md; MICRO HYDRO NEW\MicroHydroV1\docs\README.md; MICRO HYDRO NEW\MicroHydroV1\tests\README.md; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\README.md; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\README.md; MicroHydroV1 — SoT\MicroHydroV1\README.md; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\README.md; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\README.md; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\README.md; MicroHydroV1_Work\tools\README.md"
"README.md.docx","2","IDENTICAL","1","12.88","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\README.md.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\README.md.docx"
"README.txt","17","DIFFERENT VERSIONS","9","0.12","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_CAD\README.txt; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_CAD_FIXED\README.txt; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_FullUpgrade_All\Governance\README.txt; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_FullUpgrade_All\RnD\README.txt; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_FullUpgrade_All\StageB\README.txt; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_FullUpgrade_All\TankTests\T001\README.txt; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_FullUpgrade_All\TankTests\T002\README.txt; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_SyntheticPackage\README.txt; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\MicroHydroV1_\07_Docs\Documentation\README.txt; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\NextChat_Package\README.txt; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\cad\macros\README.txt; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\cad\macros\README.txt; MICRO HYDRO NEW\MicroHydroV1_InitGui_PATCH\README.txt; MicroHydroV1 — SoT\MicroHydroV1\cad\macros\README.txt; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\cad\macros\README.txt; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\cad\macros\README.txt; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\cad\macros\README.txt"
"Refinement_Prompts.docx","2","IDENTICAL","1","36.33","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\Refinement_Prompts.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\Refinement_Prompts.docx"
"Requirements_Traceabillity.docx","2","IDENTICAL","1","12.89","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\02_Targeted_Design_RnD\Requirements_Traceabillity.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\02_Targeted_Design_RnD\Requirements_Traceabillity.docx"
"RES_MicroHydroV1_Integration_Log.docx","2","IDENTICAL","1","12.94","MicroHydroV1_Work\MasterIntegrated_Output\00_Admin\RES_MicroHydroV1_Integration_Log.docx; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\RES_MicroHydroV1_Integration_Log.docx"
"Results_Intake_Template.xlsx","2","IDENTICAL","1","8.26","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\11_Bench_Test_Pack\Results_Intake_Template.xlsx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\11_Bench_Test_Pack\Results_Intake_Template.xlsx"
"RetainerCap_Sketch.dxf","2","DIFFERENT VERSIONS","2","0.46","MICRO HYDRO NEW\MicroHydroV1_Shapr3D_ReferenceModel\DXF\RetainerCap_Sketch.dxf; MICRO HYDRO NEW\MicroHydroV1_Shapr3D_ReferenceModel_v2\DXF_R12\RetainerCap_Sketch.dxf"
"run_closed_loop.py","2","IDENTICAL","1","2.08","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\tools\workflow\run_closed_loop.py; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\tools\workflow\run_closed_loop.py"
"Run_of_Show_Checklist.docx","8","IDENTICAL","1","36.37","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\Run_of_Show_Checklist.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\Run_of_Show_Checklist.docx; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\Run_of_Show_Checklist.docx; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\docs\Run_of_Show_Checklist.docx; MicroHydroV1 — SoT\MicroHydroV1\docs\Run_of_Show_Checklist.docx; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\docs\Run_of_Show_Checklist.docx; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\docs\Run_of_Show_Checklist.docx; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\docs\Run_of_Show_Checklist.docx"
"run_pipeline.py","6","IDENTICAL","1","1.79","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\tools\run_pipeline.py; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\tools\run_pipeline.py; MicroHydroV1 — SoT\MicroHydroV1\tools\run_pipeline.py; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\tools\run_pipeline.py; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\tools\run_pipeline.py; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\tools\run_pipeline.py"
"RUN2_Comapre_PhiWeights.docx","2","IDENTICAL","1","12.89","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\14_Reports\RUN2_Comapre_PhiWeights.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\14_Reports\RUN2_Comapre_PhiWeights.docx"
"RUN2_Summary.docx","2","IDENTICAL","1","12.88","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\14_Reports\RUN2_Summary.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\14_Reports\RUN2_Summary.docx"
"RUN3_Evidence_Template.docx","14","IDENTICAL","1","36.67","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\addons\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0\MicroHydroV1\docs\run3\RUN3_Evidence_Template.docx; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\addons\MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0\MicroHydroV1\docs\run3\RUN3_Evidence_Template.docx; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\run3\RUN3_Evidence_Template.docx; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0\MicroHydroV1\docs\run3\RUN3_Evidence_Template.docx; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0\MicroHydroV1\docs\run3\RUN3_Evidence_Template.docx; MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0\MicroHydroV1\docs\run3\RUN3_Evidence_Template.docx; MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0\MicroHydroV1\docs\run3\RUN3_Evidence_Template.docx; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0\MicroHydroV1\docs\run3\RUN3_Evidence_Template.docx; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0\MicroHydroV1\docs\run3\RUN3_Evidence_Template.docx; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\docs\run3\RUN3_Evidence_Template.docx; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0\MicroHydroV1\docs\run3\RUN3_Evidence_Template.docx; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0\MicroHydroV1\docs\run3\RUN3_Evidence_Template.docx; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0\MicroHydroV1\docs\run3\RUN3_Evidence_Template.docx; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0\MicroHydroV1\docs\run3\RUN3_Evidence_Template.docx"
"RUN3_Evidence_Template.md","2","IDENTICAL","1","1.52","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\run3\RUN3_Evidence_Template.md; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\docs\run3\RUN3_Evidence_Template.md"
"RUN3_Operator_Card.md","2","IDENTICAL","1","1.5","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\run3\RUN3_Operator_Card.md; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\docs\run3\RUN3_Operator_Card.md"
"Schauberger_Summaries.docx","2","IDENTICAL","1","12.89","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\12_Patents\Schauberger_Summaries.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\12_Patents\Schauberger_Summaries.docx"
"Shapr3D_Build_Guide.md","2","DIFFERENT VERSIONS","2","1.14","MICRO HYDRO NEW\MicroHydroV1_Shapr3D_ReferenceModel\Docs\Shapr3D_Build_Guide.md; MICRO HYDRO NEW\MicroHydroV1_Shapr3D_ReferenceModel_v2\Docs\Shapr3D_Build_Guide.md"
"StageB_DataLog_Synthetic.csv","2","IDENTICAL","1","0.43","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_Full_Package\StageB_DataLog_Synthetic.csv; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\MicroHydroV1_\03_Data\intake_raw\StageB_DataLog_Synthetic.csv"
"StageB_TestPlan.txt","2","IDENTICAL","1","0.16","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\14_Reports\StageB_TestPlan.txt; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\14_Reports\StageB_TestPlan.txt"
"Stakeholder_Presentation.pptx","2","IDENTICAL","1","3415.99","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\Stakeholder_Presentation.pptx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\Stakeholder_Presentation.pptx"
"Stakeholder_vNext.pptx","2","IDENTICAL","1","27.64","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_Full_Package\Stakeholder_vNext.pptx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\MicroHydroV1_\07_Docs\Documentation\Stakeholder_vNext.pptx"
"STW_Design_Matrix_PASSB.docx","2","IDENTICAL","1","12.89","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\02_Targeted_Design_RnD\STW_Design_Matrix_PASSB.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\02_Targeted_Design_RnD\STW_Design_Matrix_PASSB.docx"
"STW_Design_vNext.docx","2","IDENTICAL","1","12.89","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\02_Targeted_Design_RnD\STW_Design_vNext.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\02_Targeted_Design_RnD\STW_Design_vNext.docx"
"STW_vNext_Matrix.docx","2","IDENTICAL","1","35.83","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_Full_Package\STW_vNext_Matrix.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\MicroHydroV1_\07_Docs\Documentation\STW_vNext_Matrix.docx"
"System_Architecture.md.docx","2","IDENTICAL","1","12.89","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\09_Intergrated_System_Modeling\System_Architecture.md.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\09_Intergrated_System_Modeling\System_Architecture.md.docx"
"T001_JetCoherence_Run1.csv","9","DIFFERENT VERSIONS","2","0.31","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_Full_Package\T001_JetCoherence_Run1.csv; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_FULL_Workspace\Tests\Data\Imported\T001_JetCoherence_Run1.csv; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\MicroHydroV1_\03_Data\intake_raw\T001_JetCoherence_Run1.csv; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\tests\raw\2026-01-22_Run1_JetCoherence\T001_JetCoherence_Run1.csv; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\tests\raw\2026-01-22_Run1_JetCoherence\T001_JetCoherence_Run1.csv; MicroHydroV1 — SoT\MicroHydroV1\tests\raw\2026-01-22_Run1_JetCoherence\T001_JetCoherence_Run1.csv; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\tests\raw\2026-01-22_Run1_JetCoherence\T001_JetCoherence_Run1.csv; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\tests\raw\2026-01-22_Run1_JetCoherence\T001_JetCoherence_Run1.csv; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\tests\raw\2026-01-22_Run1_JetCoherence\T001_JetCoherence_Run1.csv"
"T002_TankRipple_Run1.csv","9","DIFFERENT VERSIONS","2","0.27","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_Full_Package\T002_TankRipple_Run1.csv; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_FULL_Workspace\Tests\Data\Imported\T002_TankRipple_Run1.csv; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\MicroHydroV1_\03_Data\intake_raw\T002_TankRipple_Run1.csv; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\tests\raw\2026-01-22_Run1_TankRipple\T002_TankRipple_Run1.csv; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\tests\raw\2026-01-22_Run1_TankRipple\T002_TankRipple_Run1.csv; MicroHydroV1 — SoT\MicroHydroV1\tests\raw\2026-01-22_Run1_TankRipple\T002_TankRipple_Run1.csv; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\tests\raw\2026-01-22_Run1_TankRipple\T002_TankRipple_Run1.csv; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\tests\raw\2026-01-22_Run1_TankRipple\T002_TankRipple_Run1.csv; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\tests\raw\2026-01-22_Run1_TankRipple\T002_TankRipple_Run1.csv"
"T002_TankRipple_TimeSeries_Template.csv","2","IDENTICAL","1","0.1","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\templates\T002_TankRipple_TimeSeries_Template.csv; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\docs\templates\T002_TankRipple_TimeSeries_Template.csv"
"T003_ELC_Frequency_TimeSeries_Template.csv","2","IDENTICAL","1","0.11","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\templates\T003_ELC_Frequency_TimeSeries_Template.csv; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\docs\templates\T003_ELC_Frequency_TimeSeries_Template.csv"
